,h_name,h_address,h_latitude,h_longitude,h_categories,h_id,t_name,t_address,t_latitude,t_longitude,t_categories,t_id,relationship
23,Cotton On,"#01-33 2 Jurong East Street 21, IMM 609601",1.3345764,103.7473214,clothes,OSM-5129997900,IMM,2 Jurong East Street 21 IMM Building 609601,1.3347654,103.7466237,Shopping Centers,YELP-c93522c4fefc11784299df,2
24,4Fingers,2 Orchard Turn 238801,1.3042007,103.8318627,fast_food,OSM-7353764015,Mandarin Orchard Singapore,333 Orchard Road 238867,1.3019614,103.8360485,Hotels,YELP-476ee75bd19a0fde12f8d8,0
25,Courtyard Cafe,1 St Andrew's Road 178957,1.2898227,103.8510694,cafe,OSM-6370355516,Singapore Management University,81 Victoria St 188065,1.296195,103.8503709,Colleges & Universities,YELP-7c5715a068d435bd212313,0
26,Blk 8,,1.305144,103.8638242,bus_stop,OSM-410468051,Golden Mile Complex,5001 Beach Road 199588,1.3027465,103.8651862,Shopping Centers,YELP-34a7fd799133dcb570105e,0
27,McDonald's,211 New Bridge Road #01-10 059432,1.28365,103.843288,Fast Food,YELP-547e3ee0a219ac5400c795,Lucky Chinatown,211 New Bridge Road 059432,1.2836456,103.8433136,Shopping Centers,YELP-9f037ac78f0686a3ebe29c,2
28,Toast Box,"#B1-29/K12-15/K17 90 Hougang Avenue 10, Hougang Mall 538766",1.3722467,103.8939427,cafe,OSM-8455296925,Hougang Mall,90 Hougang Avenue 10 538766,1.3724413,103.8937329,Shopping Centers,YELP-14f7c70e343db585dfaf0e,2
29,Plaza Singapura,,1.3008996,103.8454748,parking_entrance,OSM-1830307366,Plaza Singapura,68 Orchard Rd 238839,1.3004574,103.8452085,Shopping Centers,YELP-ea9d338ab82e99bc9e147d,3
30,Opposite High Street Centre ,,1.2897076,103.8488222,bus_stop,OSM-159618613,High Street Centre,1 North Bridge Rd 179094,1.2899902,103.8492173,Real Estate,YELP-65bc67b4f10e5bfa8c2d9f,3
31,Granny's Secret,60 Albert Street 2F OG Albert Complex 189969,1.302862,103.853747,Chinese,YELP-6c584be25212bf8fab8385,Singapore Management University,81 Victoria St 188065,1.296195,103.8503709,Colleges & Universities,YELP-7c5715a068d435bd212313,0
32,Jurong Bird Park ,,1.3213971,103.707733,bus_stop,OSM-394040179,Jurong Bird Park,2 Jurong Hill 628925,1.31904,103.7065951,Zoos,YELP-10b463a9aa8bc2ada1580e,3
33,Splash N Surf,1 Stadium Pl Kallang Wave Mall 397638,1.303529789,103.872649,Swimming Pools,YELP-c577c963683911ca74a203,Kallang Wave Mall,1 Stadium Place 397720,1.3034697,103.8732445,Shopping Centers,YELP-34368a57a41070e608bfc3,2
34,Preethika,,1.323066,103.8555996,convenience,OSM-9238076261,Whampoa Makan Place,90 Whampoa Drive 320090,1.3230871,103.8550204,Chinese; Shopping Centers,YELP-35fbc8832661c31b6321b2,0
35,Blue Reef Scuba,,1.3010864,103.8600408,information,OSM-9482669240,Textile Centre,200 Jalan Sultan 199018,1.3038386,103.8614824,Wholesale Stores; Fashion; Shopping Centers,YELP-25d8ff24219ba29d0a174b,0
36,CS Fresh Gold,290 Orchard Road #B1-21/22 Paragon 238859,1.3035875,103.8359057,supermarket,OSM-1932320776,Ion Orchard,2 Orchard Turn 238801,1.3039546,103.8319742,Shopping Centers,YELP-9d204f289516c92592935e,0
37,Rod' Jrud,63 Arab Street,1.3010793,103.8592057,clothes,OSM-4733091058,Golden Mile Tower,6001 Beach Road 199589,1.3018323,103.8639018,Real Estate,YELP-cdfa4077d8ecaaf41a7ba2,0
38,FotoHub,,1.3063412,103.8285435,photo,OSM-3876563102,Forum The Shopping Mall,583 Orchard Rd 238884,1.3060918,103.8287068,Shopping Centers,YELP-a94f365fce317a83ead463,2
39,Marks & Spencer,,1.3047328,103.8306664,department_store,OSM-6690530283,Delfi Orchard,402 Orchard Road 238876,1.3071812,103.8284739,Art Galleries; Shopping Centers,YELP-c204d2bcf90d9b47b960cb,0
40,Max Mara,Orchard Road,1.3023261,103.8362482,clothes,OSM-4748985348,Orchard Gateway,218 Orchard Rd 238851,1.3006706,103.8393011,Shopping Centers,YELP-9e737a2526c112141c0391,0
41,GoJek Singapore,8 Shenton Way 068811,1.2758328,103.8472969,office,OSM-6438331190,GoJek Singapore,,1.2758168,103.8472087,office,OSM-5558331413,1
42,Shabu Shabu Tajimaya,"435 Orchard Rd Wisma Atria Level 4, Japanese Food Town 238877",1.30379,103.83319,Japanese; Hot Pot,YELP-773b599e7ca12d21482d1e,Royal Plaza On Scotts,25 Scotts Rd 228220,1.3069424,103.8319653,Hotels,YELP-991ea88f6eb8737dc4bca2,0
43,Pique Nique,,1.33328,103.740000,Chocolatiers & Shops,YELP-383225fa8fac1ce8b7c463,JCube,2 Jurong East Central 1 609731,1.3331889,103.7401628,Shopping Centers,YELP-55192640f0d43f005e98bf,2
44,Attap House,,1.3176436,103.8929704,cafe,OSM-8597312103,Paya Lebar Square,60 Paya Lebar Rd Geylang 409051,1.3188127,103.8926009,Shared Office Spaces; Shopping Centers,YELP-817f493a77b71da6731648,0
45,Hotel Miramar,,1.2887164,103.8374038,bus_stop,OSM-2391361572,Robertson Walk,11 Unity Street 237995,1.2918177,103.8414548,Local Flavor; Shopping Centers,YELP-be01916a0d7303cfb3cc7a,0
46,Chinatown (DTL) ,,1.2842548,103.8454779,subway_entrance,OSM-2486142282,Chinatown Point,133 New Bridge Road 059413,1.2851981,103.8448884,Shopping Centers,YELP-5d976c2ae1d15727902554,3
47,OUT Bar,43 Neil Road,1.2797635,103.8427965,bar,OSM-3759819048,Tanjong Pagar Plaza,1 Tanjong Pagar Plaza #02-04/05 082001,1.2770687,103.8430662,Shopping Centers,YELP-252c0b62469fbe3759fc8b,0
48,Kuriya Dining,Great World City 1 Kim Seng Promenade #01-28 237994,1.293998742,103.8320549,Japanese,YELP-436100a00e2b7913d3a889,Great World City,1 Kim Seng Promenade 237994,1.2936086,103.8318929,Shopping Centers,YELP-e1c5b29bd02986d01f3528,2
49,Nakajima Suisan,391A Orchard Road 238873,1.3021153,103.8351999,restaurant,OSM-8827366456,Pan Pacific Serviced Suites,3 Estrellas 238163,1.3009404,103.8378833,Hotels,YELP-9023d008af41b54c45a54a,0
50,Raintree Dental Clinic,East Coast Road,1.3057571,103.9044803,dentist,OSM-4682785589,Parkway Parade,80 Marine Parade Rd 449269,1.3013803,103.9052851,Shopping Centers,YELP-77f14826c657793318132e,0
51,Tangs,310 Orchard Road 238864,1.3047546,103.8330692,department_store,OSM-1839604020,Ion Orchard,2 Orchard Turn 238801,1.3039546,103.8319742,Shopping Centers,YELP-9d204f289516c92592935e,0
52,Cottage Pies Cafe,1 Pasir Ris Central St 3 #01-01 White Sands 518457,1.37243,103.9497223,Cafes; Coffee & Tea; Desserts,YELP-f0d164ab5d4704a022228e,Xin Wang Hong Kong Cafe,1 Pasir Ris Central Street 3 #01-14 White Sands 518457,1.37243,103.9497223,Chinese,YELP-1e6a9ca38b4260f67d2597,0
53,Wee Nam Kee,#01-08 United Square,1.317207,103.8438313,restaurant,OSM-3759892468,United Square,101 Thomson Rd 307591,1.3171615,103.8436059,Shopping Centers,YELP-fb55eddc2d91d52a015d3d,2
54,UOB,437 Orchard Road Orchard MRT Station 238878,1.3042924,103.8324935,atm,OSM-4869133318,Royal Plaza On Scotts,25 Scotts Rd 228220,1.3069424,103.8319653,Hotels,YELP-991ea88f6eb8737dc4bca2,0
55,Platypus Foodbar (E2A),3 Engineering Drive 2 117579,1.2987513,103.7714757,cafe,OSM-6986541503,National University of Singapore,clementi road 129754,1.2962828,103.7773116,Colleges & Universities,YELP-e05d6c10d7bca9c84cb4e2,2
56,Starbucks,,1.2559332,103.8217332,cafe,OSM-6982877653,The Coliseum,8 Sentosa Gateway Hard Rock Hotel Southern Islands 098269,1.2573066,103.8198201,Venues & Event Spaces,YELP-9e1601f2a5bd2470650ce6,0
57,nomVnom,"6 Eu Tong Sen Street #B1-44, Clarke Quay Central 059817",1.28927633,103.8469493,Vegan; Fast Food; Singaporean,YELP-8b2e2e46dfd1aca389e34e,The Central,6 Eu Tong Sen Street 059817,1.2886306,103.8465836,Shopping Centers,YELP-3b68d03772a8d92c96f4de,2
58,Paris Baguette Cafe,50 Airport Blvd T2 Arrival 819658,1.355320866,103.9887315,Cafes,YELP-7741e942dbb5edef150692,Changi Airport Terminal 2,60 Airport Boulevard 819643,1.3537945,103.9904486,Airport Terminals,YELP-43e7f12a374698c814fdaf,2
59,KPO,,1.3001777,103.8407044,bar,OSM-518295856,Plaza Singapura,68 Orchard Rd 238839,1.3004574,103.8452085,Shopping Centers,YELP-ea9d338ab82e99bc9e147d,0
60,7-Eleven,,1.278374,103.8498498,convenience,OSM-8642592344,CapitaGreen,138 Market Street,1.2818759,103.8500225,Shared Office Spaces; Venues & Event Spaces,YELP-d9b52657b495fd10492151,0
61,Xin Wang Hong Kong Cafe,,1.28875,103.8050180,Chinese,YELP-786aaea4591489b2307216,Anchorpoint,370 Alexandra Rd Anchorpoint Shopping Centre 159953,1.2886901,103.8050249,Grocery; Shopping Centers; Outlet Stores,YELP-091421d00967a233b27285,2
62,Rolex,,1.2948726,103.8541191,watches,OSM-6790306532,National Library,National Library Building 100 Victoria Street 188064,1.297616,103.8542522,Museums; Libraries,YELP-b2fb2d6aebdc8523989739,0
63,1983 Cafe Nanyang @ Terminal 2,"80 Airport Boulevard #026-18/19, Changi Airport 819642",1.355915821,103.9899939,Cafes,YELP-420bcb8963a66896bda3ff,Changi Airport Terminal 2,60 Airport Boulevard 819643,1.3537945,103.9904486,Airport Terminals,YELP-43e7f12a374698c814fdaf,2
64,Zoo Tram Stop #2 ,,1.4058834,103.7944453,bus_stop,OSM-6115065351,Singapore Zoo,80 Mandai Lake Rd 729826,1.4037073,103.794385,Zoos,YELP-00b06284986d5a5ae52181,3
65,Artemis restaurant (40th floor),,1.2821237,103.8501264,restaurant,OSM-6815297586,CapitaGreen,138 Market Street,1.2818759,103.8500225,Shared Office Spaces; Venues & Event Spaces,YELP-d9b52657b495fd10492151,2
66,Kraftwich by Swissbake,6 Eu Tong Sen St #01-53 059817,1.2888599,103.84656,Bakeries; Salad; Breakfast & Brunch,YELP-54ffbbcd90b2cc56d46d2b,Singapore Management University,81 Victoria St 188065,1.296195,103.8503709,Colleges & Universities,YELP-7c5715a068d435bd212313,2
67,Dhawal's,9 Upper Dickson Road,1.3065323,103.8524065,clothes,OSM-8972119292,Mustafa Centre,145 Syed Alwi Road 207704,1.3101243,103.8553164,Shopping Centers,YELP-90c7cff5e412d380ffa8aa,0
68,Baskin Robbins,"200 Victoria Street #01-60, Bugis Junction 188021",1.298988131,103.8554211,Ice Cream & Frozen Yogurt,YELP-0639114c456347d94dd216,Bugis Junction,200 Victoria St 188021,1.2998158,103.8559023,Shopping Centers,YELP-cdbf8041a06560ab8f979b,2
69,Qinde Egg Tart & Pastries,90 Whampoa Drive 320090,1.3230494,103.8550726,bakery,OSM-7511387238,Whampoa Makan Place,90 Whampoa Drive 320090,1.3230871,103.8550204,Chinese; Shopping Centers,YELP-35fbc8832661c31b6321b2,2
70,UOB,304 Orchard Road Lucky Plaza 238863,1.3043215,103.8339526,atm,OSM-4869133655,Ngee Ann City,391 Orchard Rd 238872,1.3026133,103.8347141,Shopping Centers,YELP-fafb8ba23d2ce505a9fe51,0
71,Starbucks,"78 Shenton Way, #01-02 079120",1.2732494,103.8447961,cafe,OSM-6771020689,Icon Village,12 Gopeng St 078877,1.2751635,103.8445351,Shopping Centers,YELP-9a53823439569b1d24a07f,0
72,Rains & Coco,,1.3144968,103.8950249,beauty,OSM-8597884858,Tanjong Katong Complex,845 Geylang Rd 400845,1.3163748,103.8943388,Shopping Centers,YELP-4831c4c41bd4ef572576f7,0
73,Lula Rock,"390 Orchard Road, #02-07 Palais Renaissance 238871",1.30661,103.8295998,Shopping,YELP-899f5aec2dcc1a8636a931,Palais Renaissance,390 Orchard Rd Palais Renaissance 238871,1.3067203,103.8296522,Shopping Centers,YELP-c89d4973b0f678cd128e56,2
74,Alley Bar,,1.3014202,103.8391309,bar,OSM-512041294,Ngee Ann City,391 Orchard Rd 238872,1.3026133,103.8347141,Shopping Centers,YELP-fafb8ba23d2ce505a9fe51,0
75,Qiji,1 Vista Exchange Green #01-22 The Star Vista 138617,1.306579525,103.7879736,Cafes,YELP-254c99949770e799a6c057,The Star Vista,1 Vista Exchange Green 138617,1.306826,103.7884524,Shopping Centers,YELP-10b90a8c94f2a887cb1a27,2
76,Marine Parade Public Library,278 Marine Parade Road 449282,1.3049716,103.9097622,library,OSM-2990751453,Marine Cove,1000 East Coast Pkwy 449876,1.3013648,103.9128943,Food; Recreation Centers,YELP-88676483b3e30591f86fa6,0
77,Oyama Sushi,"370 Alexandra Road, #B1-48/49 The Anchorpoint 159953",1.28877,103.8050995,Food,YELP-0f752b6d46e78f5ca93031,Queensway Shopping Centre,1 Queensway 149053,1.2875217,103.8035148,Shopping Centers; Sporting Goods,YELP-249e0a037532da2dd46aaa,0
78,giant bench,,1.2805383,103.8561092,artwork,OSM-7602728985,The Shoppes at Marina Bay Sands,2 Bayfront Ave 018972,1.284063,103.8588924,Shopping Centers,YELP-e42eac1f445f3bc222804b,0
79,Amber,South Bridge Road,1.28295,103.8458117,pharmacy,OSM-4723314845,People's Park Centre,101 Upper Cross St 058357,1.2858149,103.8440156,Shopping Centers,YELP-760a347698f20a541b581d,0
80,Elegant Nails,163 Tanglin Road 247933,1.3049029,103.8241892,beauty,OSM-0529678573,Tanglin Mall,163 Tanglin Rd 247933,1.3048369,103.8238575,Shopping Centers,YELP-edcbdddc944dc4de4a1802,2
81,Blancpain,,1.3039979,103.8332155,clothes,OSM-3858997826,Wisma Atria,435 Orchard Rd Level 1 238877,1.3036801,103.8332105,Shopping Centers,YELP-49782eb144d93bf210cc84,2
82,Round Two,55 Boat Quay 049844,1.2872289,103.8493201,bar,OSM-3756961225,Far East Square,32 Pekin Street 048762,1.2831187,103.8482088,Department Stores; Shopping Centers,YELP-2823e282e5afcacd7c4e58,0
83,Pizza Hut,,1.3045571,103.833788,restaurant,OSM-6981846722,Pizza Hut,,1.3045418,103.833738,restaurant,OSM-3711846404,1
84,The Manhattan Fish Market,68 Orchard Road Plaza Singapura 238839,1.300318887,103.8448979,Fish & Chips,YELP-74c1e73070186d911d194b,The Star Factory,"68 Orchard Road #07-08, Plaza Singapura 238839",1.30048,103.8449097,Arcades,YELP-ca083912d739965e63e8e2,0
85,The coffee bean and tea leaf,,1.3033634,103.8358767,cafe,OSM-4576926692,Paragon,290 Orchard Rd 238859,1.3038335,103.8356396,Shopping Centers,YELP-3822e7fa0f36b3a1c2e25d,2
86,155 Music Lounge,155 Joo Chiat Road,1.3128032,103.9000761,bar,OSM-3653443367,Joo Chiat Complex,12 Joo Chiat Rd 427353,1.315894,103.8983948,Shopping Centers,YELP-a444c83e08a46b5629a167,0
87,Blk 256/Opposite LOYANG Point ,,1.3673351,103.9642818,bus_stop,OSM-5884176117,Loyang Point,258 Pasir Ris St 21 510258,1.3669967,103.9646242,Department Stores; Shopping Centers,YELP-c9dd0d80f93bfd262c6a11,3
88,Blk 256/Opposite LOYANG Point ,,1.3673489,103.9642966,bus_stop,OSM-7494727313,Loyang Point,258 Pasir Ris St 21 510258,1.3669967,103.9646242,Department Stores; Shopping Centers,YELP-c9dd0d80f93bfd262c6a11,3
89,Sunshine Place ,,1.3780832,103.7385385,bus_stop,OSM-631858028,Sunshine Place,475 Choa Chu Kang Avenue 3 680475,1.3777679,103.7390721,Shopping Centers,YELP-57ca443585301a15cb839b,3
90,UYI,60 Albert St Bugis Junction Basement 189969,1.3024,103.85373,Street Vendors,YELP-0bc236ee7e1ff33d4e2277,Singapore Management University,81 Victoria St 188065,1.296195,103.8503709,Colleges & Universities,YELP-7c5715a068d435bd212313,0
91,Tiong Bahru (EWL) Exit A ,,1.2858145,103.8269990,subway_entrance,OSM-4262480591,Tiong Bahru Plaza,"302 Tiong Bahru Road #05-04, Tiong Bahru Plaza 168732",1.2864016,103.8273286,Shopping Centers,YELP-9dae8b919e733c8b21ca34,3
92,RedDot BrewHouse,34 Boat Quay 049823,1.2862602,103.8497664,bar,OSM-3756952873,One George Street,1 George Street 049145,1.285739,103.8477898,Real Estate; Landmarks & Historical Buildings,YELP-8404aaacb57dff6f72275d,0
93,Strip,"501 Orchard Road Wheelock Place, #05-04 238880",1.30457,103.8305664,Hair Removal,YELP-1b7f6cfe9ad44cc10e6de3,Ngee Ann City,391 Orchard Rd 238872,1.3026133,103.8347141,Shopping Centers,YELP-fafb8ba23d2ce505a9fe51,0
94,Tampines (DTL) ,,1.3559053,103.9425056,subway_entrance,OSM-3836881032,Tampines 1,10 Tampines Central 1 #05-27 529536,1.3542178,103.9450121,Shopping Centers,YELP-a2a7df47cdddcb9c2f8147,3
95,Concentration,,1.2960302,103.8471014,artwork,OSM-6452422786,National Archives of Singapore,1 Canning Rise 179868,1.2930572,103.8483598,Museums,YELP-d62677d281c1c6a5e732af,0
96,The Pelican,1 Fullerton Road 049213,1.2852254,103.8538824,restaurant,OSM-6358007834,Marina Bay Link Mall,8A Marina Boulevard 018984,1.2809137,103.8537995,Shopping Centers,YELP-9555eb76b9048a341e9153,0
97,Golden Village,,1.3056954,103.9047604,Cinema,YELP-971799ed35464d95160339,112 Katong,112 East Coast Rd 428802,1.3051913,103.9050524,Shopping Centers,YELP-21ec32f0279625b97215da,2
98,Chinatown (NEL/DTL) ,,1.2850166,103.8443676,subway_entrance,OSM-6094847240,Chinatown Complex,335 Smith St 050335,1.2822691,103.8431691,Shopping; Shopping Centers,YELP-19f1f4e39f44b6b5701b50,3
99,Ya Kun Kaya Toast,"#B1-80 252 North Bridge Road, Raffles City Shopping Centre 179103",1.293344,103.853512,cafe,OSM-4738136627,National Library,National Library Building 100 Victoria Street 188064,1.297616,103.8542522,Museums; Libraries,YELP-b2fb2d6aebdc8523989739,0
100,Victoria's Secret,Orchard Road,1.3018659,103.8371175,clothes,OSM-4748985351,Orchard Grand Court,131 Killiney Rd Orchard Grand Court 239571,1.2974307,103.838479,Apartments; Drugstores; Hotels,YELP-f4d17d1a4e2a8de0bdfd16,0
101,24 Hours in Singapore,,1.2870969,103.8521303,artwork,OSM-6461052320,One Fullerton,1 Fullerton Road 049213,1.2857872,103.8539744,Local Flavor; Shopping Centers,YELP-3d5c36d1bbea9feece9cf7,0
102,Kissun Chiropractic,"55 Siglap Rd #02-09, Siglap Centre 455871",1.312485265,103.9234379,Chiropractors,YELP-ac858d814fd20d576c5694,Siglap Centre,55 Siglap Rd 455871,1.3125778,103.9232104,Professional Services; Shopping Centers,YELP-3abf0fe78ad71dbf864473,2
103,2am:dessert bar,21a 277733,1.2821261,103.8442803,beverages,OSM-4979230321,Far East Square,32 Pekin Street 048762,1.2831187,103.8482088,Department Stores; Shopping Centers,YELP-2823e282e5afcacd7c4e58,0
104,Almost Famous Craft Beer Bar,,1.2953932,103.8525458,bar,OSM-6180055485,Raffles City,252 North Bridge Rd 179103,1.2938762,103.8532616,Shopping Centers,YELP-8666f7ab728a0b679b4fca,0
105,Potato Head,,1.2804415,103.8416914,restaurant,OSM-4882160421,Tanjong Pagar Plaza,1 Tanjong Pagar Plaza #02-04/05 082001,1.2770687,103.8430662,Shopping Centers,YELP-252c0b62469fbe3759fc8b,0
106,Ali Nachin Eating House,,1.2740108,103.8425016,restaurant,OSM-9291839819,100AM,100 Tras Street 079027,1.274904,103.8436136,Shopping Centers,YELP-14981669fbbf124c5485ee,0
107,Tao Nan School,,1.3056786,103.9110017,bus_stop,OSM-410467552,Marine Cove,1000 East Coast Pkwy 449876,1.3013648,103.9128943,Food; Recreation Centers,YELP-88676483b3e30591f86fa6,0
108,Le Spa,Gemmill Lane,1.2823998,103.8470756,beauty,OSM-4723049354,People's Park Centre,101 Upper Cross St 058357,1.2858149,103.8440156,Shopping Centers,YELP-760a347698f20a541b581d,0
109,TCC (Clarke Quay),"3E, #01-01 River Valley Road 179024",1.2902153,103.8462338,cafe,OSM-3913860578,People's Park Centre,101 Upper Cross St 058357,1.2858149,103.8440156,Shopping Centers,YELP-760a347698f20a541b581d,0
110,Punggol Station,,1.4055836,103.9021696,taxi,OSM-3800199355,Waterway Point,83 Punggol Central 821207,1.406504,103.9022222,Shopping Centers,YELP-0d95b57b8d6fc8857ef9a1,0
111,General Assembly,8 Claymore Hill 1,1.3077267,103.8318682,school,OSM-4879546374,Ion Orchard,2 Orchard Turn 238801,1.3039546,103.8319742,Shopping Centers,YELP-9d204f289516c92592935e,0
112,Ichiban Sushi,,1.3794206,103.7644634,restaurant,OSM-2824788641,Bukit Panjang Plaza,1 Jelebu Rd 677743,1.3800081,103.7643116,Shopping Centers,YELP-060bfbefa88a1e77faacc4,2
113,Shafeek Exchange,,1.301337,103.8534023,bureau_de_change,OSM-5484076755,OG Albert Complex,60 Albert Street 189969,1.3022847,103.8537945,Shopping; Shopping Centers,YELP-cd5a4cbe24b3d651dd08cb,0
114,Honolulu Cafe,#01-33 The Centrepoint,1.3023154,103.8397522,cafe,OSM-9394862871,Ngee Ann City,391 Orchard Rd 238872,1.3026133,103.8347141,Shopping Centers,YELP-fafb8ba23d2ce505a9fe51,0
115,Marks & Spencer,,1.3008553,103.8452257,department_store,OSM-3622070755,Plaza Singapura,68 Orchard Rd 238839,1.3004574,103.8452085,Shopping Centers,YELP-ea9d338ab82e99bc9e147d,2
116,Popular,4 Tampines Central 5 #03-17 Tampines Mall 529510,1.3525160,103.9446853,books,OSM-9010292283,Tampines Mall,4 Tampines Central 5 529510,1.352542,103.9447432,Shopping Centers,YELP-f00ade894973e78216a797,2
117,Eu Yan Sang,10 Gopeng St 078878,1.2753265,103.8447008,medical_supply,OSM-3759861923,Orchid Hotel,1 Tras Link 078867,1.2769761,103.8438855,Hotels,YELP-2482f706d5bf858cb897f6,0
118,Pizza Hut,,1.2652754,103.8200508,restaurant,OSM-0599749992,HarbourFront Centre,1 Maritime Square 099253,1.2643531,103.8202722,Shopping Centers,YELP-d79bf1f130e7b7dbe39bfe,2
119,Nike,,1.3035299,103.8356524,clothes,OSM-9331824666,Paragon,290 Orchard Rd 238859,1.3038335,103.8356396,Shopping Centers,YELP-3822e7fa0f36b3a1c2e25d,2
