,e_name,e_category,e_type
500,Serangoon (NEL),subway_entrance,0
501,Rocky Master,cafe,0
502,Cortina,watches,0
503,City Square Mall,Shopping Centers,1
504,U Stars Supermarket,supermarket,0
505,The Royal Runway,Women's Clothing,0
506,Louis,alcohol,0
507,Sin Hoi Sai Eating House,restaurant,0
508,H RK Music,bar,0
509,Kent Vale - Block 4,University Housing; Real Estate,1
510,Jing Hua Xiao Chi,restaurant,0
511,Cold Storage,supermarket,0
512,Farquhar Garden,information,0
513,High Society,Bars; Cafes,0
514,Starbucks,cafe,0
515,Food corner,fast_food,0
516,Tianfu Steamboat,restaurant,0
517,Thai,restaurant,0
518,DBS,bank,0
519,Sengkang Ah Eng,general,0
520,Chinatown Station Exit E,bus_stop,0
521,Chervil Unisex Hair Salon,hairdresser,0
522,Golden Mile Tower,Real Estate,1
523,The Clementi Mall (Bld. 1),Shopping Centers,1
524,Shenton Medical Clinic,clinic,0
525,Cold Storage,supermarket,0
526,Goh Clinic,clinic,0
527,MAS Building,taxi,0
528,Singapore Management University,Colleges & Universities,1
529,Aptiv,office,0
530,Cotton On,clothes,0
531,Chomp Chomp Food Centre,Street Vendors; Food Court,1
532,Cui Xiang Yuan,restaurant,0
533,Marine Cove,Food; Recreation Centers,1
534,Cathay Cineleisure Orchard (Building 6),Shopping Centers; Fashion,1
535,UOB,atm,0
536,Ellyza Frozen Food,supermarket,0
537,This Columbarium...,historic,0
538,U Stars Supermarket,supermarket,0
539,Poolside,fast_food,0
540,Tripod Dental Clinic,dentist,0
541,7-Eleven,convenience,0
542,Burger King,fast_food,0
543,KFC,fast_food,0
544,Modesto's,restaurant,0
545,Hon Kah Trading (Bicycle Shop),bicycle,0
546,Watsons,pharmacy,0
547,Sephora,cosmetics,0
548,Pan Pacific Serviced Suites (Building 4),Hotels,1
549,Charles & Keith,shoes,0
550,Mayura Money Changer,bureau_de_change,0
551,DJ Cool Cut,hairdresser,0
552,Joo Chiat Complex,Shopping Centers,1
553,Tirisula Yoga,leisure,0
554,Katong Shopping Centre,taxi,0
555,The Coffee Bean & Tea Leaf,cafe,0
556,Chicken Steamboat,restaurant,0
557,McDonald's,fast_food,0
558,Hairfolio,hairdresser,0
559,GNC,nutrition_supplements,0
560,Fruit Monkeys,greengrocer,0
561,Dian Xiao Er,restaurant,0
562,Bedok Point,Shopping Centers,1
563,A. R. Jewellers,jewelry,0
564,Blk 632,bus_stop,0
565,Safari Cafe,cafe,0
566,Expo (DTL),subway_entrance,0
567,Rose Beauty Spa,spa,0
568,Bangkok Jam,Thai,0
569,"25 Degrees Burger, Wine & Liquor Bar",restaurant,0
570,Flora East,bus_stop,0
571,Agape Little Uni @ Compassvale Pte Ltd,kindergarten,0
572,Keck Seng Tower,taxi,0
573,Marymount View,bus_stop,0
574,Hedger's,furniture,0
575,Mango,clothes,0
576,Monotine,bicycle,0
577,Killiney Road Post Office,post_office,0
578,The Coffee Bean & Tea Leaf,cafe,0
579,Bata,shoes,0
580,Le Shrimp Ramen,restaurant,0
581,Blk 27,bus_stop,0
582,Pet Lovers Centre,pet,0
583,Beach Station Bus Terminal,bus_station,0
584,Warong Nasi Pariaman,restaurant,0
585,7-Eleven,convenience,0
586,UOB,atm,0
587,Shanghai Tang,Women's Clothing,0
588,Dimbulah,cafe,0
589,ABC Maju Restaurant,restaurant,0
590,Beaver's,restaurant,0
591,Zoey's Diner,fast_food,0
592,Rodalink,bicycle,0
593,Orchard Credit,bank,0
594,Singapore Zoo (Sec. A),Zoos,1
595,UOB,atm,0
596,Bata,shoes,0
597,Dempsey Hill (West),Seafood; Shopping Centers,1
598,D3 WInes PTE LTD,wine,0
599,HSBC,bank,0
600,Bishan North Shopping Mall (Building 4),Shopping Centers,1
601,Bar Naked,bar,0
602,Cottontail Creamery,cafe,0
603,Iron Mountain Data Centers SIN-1,office,0
604,TripleOne Somerset,Shopping Centers,1
605,LeVel33,bar,0
606,Toast Box,restaurant,0
607,Say Seng Tau Kwa Pau,restaurant,0
608,Public Transport Security Command TransCom,police,0
609,VFS Global,travel_agency,0
610,Wonders of TCM Health,healthcare,0
611,Yio Chu Kang Stadium - Blk. 2,Stadiums & Arenas,1
612,Marsiling Neighbourhood Police Post,police,0
613,Best Lightings,lighting,0
614,Swatch,watches,0
615,Swarovski,jewelry,0
616,Victoria Hotel,Hotels,1
617,Ya Kun Kaya Toast,cafe,0
618,Bukit Timah Nature Reserve,information,0
619,Pit 32D,bbq,0
620,AB Mohamed,restaurant,0
621,Wee Nam Kee,restaurant,0
622,Church of Christ - Lavender,place_of_worship,0
623,Chinatown Point,Shopping Centers,1
624,Econflo Premium Outlet,bathroom,0
625,Blk 72,bus_stop,0
626,Hachi,restaurant,0
627,Cook Book,cafe,0
628,Coffee Stars by Dao,Food,0
629,UOB,atm,0
630,Scissor-cut Curry Rice,restaurant,0
631,International Plaza,taxi,0
632,Teppan Happou Kenji,restaurant,0
633,UOB,atm,0
634,Detective Conan in Chinatown SG,artwork,0
635,Leung Sang Hong Kong Pastries,confectionery,0
636,Burger King,fast_food,0
637,In-Base,interior_decoration,0
638,Metro,department_store,0
639,Marina Square,parking,0
640,Chai Chew Pork Porridge,restaurant,0
641,TripleOne Somerset (Sec. A),Shopping Centers,1
642,People's Park Centre,Shopping Centers,1
643,Buangkok Station,taxi,0
644,NTUC Fairprice,supermarket,0
645,Blk 53,bus_stop,0
646,Fitness Corner,leisure,0
647,Mohammadi,restaurant,0
648,Bistro Aseana,restaurant,0
649,Phillip Investor Centre,office,0
650,Cove Sanctuary Day Spa,beauty,0
651,Tvisha Technologies - Mobile App Development Company,office,0
652,KFC,fast_food,0
653,Sundaram Tagore Gallery,gallery,0
654,Kids First Clinic,clinic,0
655,Selegie Centre,bus_stop,0
656,The gift shop,gift,0
657,Hougang Mall,Shopping Centers,1
658,High Street Centre (Section H),Real Estate,1
659,Learning InterActive,industrial,0
660,GS Metal,office,0
661,Speakers' Corner,information,0
662,Roller Skate,leisure,0
663,Furnishing Centre,furniture,0
664,QQHouse,hairdresser,0
665,Choices,convenience,0
666,UOB,atm,0
667,Marina Bay Link Mall,Shopping Centers,1
668,Premaas Cuisine,restaurant,0
669,The Cathay (Sec. F),Shopping Centers,1
670,Siglap Centre (Sec. C),Professional Services; Shopping Centers,1
671,WOLAA Kitchen & Bar,bar,0
672,Paris Baguette,cafe,0
673,The Straits Wine Co.,"Beer, Wine & Spirits",0
674,Sheng Siong,supermarket,0
675,Tonkotsu Kazan Ramen,Ramen,0
676,Before The Pinnacle@Duxton,bus_stop,0
677,Gleneagles Hospital (Bld. 6),Hospitals,1
678,Subway,fast_food,0
679,After Bugis Station Exit C,bus_stop,0
680,Cocobay Indian cuisine,restaurant,0
681,Homegrown by BNC,garden_centre,0
682,Mr Bean,fast_food,0
683,One Shenton (South),Apartments; Real Estate,1
684,Fish and Chicks,Fish & Chips,0
685,Slumberland,bed,0
686,Boat Quay,information,0
687,MoneyMax,pawnbroker,0
688,Opposite Henry Park,bus_stop,0
689,UOB,atm,0
690,Berseh Food Centre,Food Stands; Local Flavor; Food Court,1
691,After Clementi Road,bus_stop,0
692,Iwannagohome,Home Decor,0
693,Perfect 12 Food Paradise,restaurant,0
694,Subway,fast_food,0
695,Anchorpoint - Block 3,Grocery; Shopping Centers; Outlet Stores,1
696,McDonald's,fast_food,0
697,Coffee Hive,cafe,0
698,Tajimaya,restaurant,0
699,Eng San Coffee,coffee,0
700,Coffee Hive,cafe,0
701,Bombay Dining,restaurant,0
702,QB Food Trading,greengrocer,0
703,Keep our waters clean,information,0
704,Chong Qing Xiao Mu Deng,restaurant,0
705,Bedok Point,Shopping Centers,1
706,M. Lam Clinic,clinic,0
707,After Marina Gardens Drive,bus_stop,0
708,Novena Post Office,post_office,0
709,Sun Wah,fast_food,0
710,Kaki Bukit Neighbourhood Police Post,police,0
711,Chui Huay Lim Club,Social Clubs; Recreation Centers,1
712,Concierge,information,0
713,POSB ATM,atm,0
714,International Plaza Dental Surgeons,dentist,0
715,Sunset,nightclub,0
716,BreadTalk,bakery,0
717,The Clementi Mall,Shopping Centers,1
718,Cheers,convenience,0
719,Tanjong Pagar Plaza - Block 5,Shopping Centers,1
720,Dollhouse Pets,pet,0
721,Foot Locker,shoes,0
722,One Shenton,Apartments; Real Estate,1
723,IBIS Singapore On Bencoolen,bus_stop,0
724,Bee Cheng Hiang,restaurant,0
725,Virgin Active,Gyms; Trainers,0
