,h_name,h_address,h_latitude,h_longitude,h_categories,h_id,t_name,t_address,t_latitude,t_longitude,t_categories,t_id,relationship
16,Xin Fang Supermarket,,-37.808246,144.955088,supermarket,OSM-2140979575,Pegasus Apart'Hotel,206 A'Beckett Street 3000,-37.8100667,144.9570933,hotel,OSM-245924501,0
17,The Salvation Army,,-37.8697131,145.2429412,charity,OSM-395212081,Red Salmon,,-37.8691218,145.2430452,restaurant,OSM-627186066,0
18,Kathmandu,,-37.8140886,145.2284563,outdoor,OSM-8697022231,Waterman,,-37.8143332494836,145.23010230525855,office,YELP-9345244601,0
19,Intelematics,,-37.8154986,144.9599323,office,OSM-6849310432,Owen Dixon Chambers West,525 Lonsdale Street 3000,-37.8142242,144.9566218,office,OSM-49961338,0
20,Knox City Shopping Centre (Bay 3),,-37.8694048,145.238404,bus_stop,OSM-571731170,Westfield Knox Shopping Centre,425 Burwood Highway 3152,-37.8689832,145.2414832,mall,OSM-24026232,3
21,Big W,,-37.8117219,145.2294606,department_store,OSM-766675819,Eastland,175 Maroondah Highway 3134,-37.813042,145.2291281,mall,OSM-980791081,2
22,Rivers,,-37.8705308,145.2435911,clothes,OSM-5621081186,Westfield Knox Shopping Centre,425 Burwood Highway 3152,-37.8689832,145.2414832,mall,OSM-24026232,2
23,Southern Cross Station,,-37.818124,144.953581,bicycle_rental,OSM-907778401,Owen Dixon Chambers East,205 William Street 3000,-37.8143576,144.957153,office,OSM-264277957,0
24,Canteen,,-37.8327991,144.9560049,cafe,OSM-9652383290,South Melbourne Market,322-326 Coventry Street 3205,-37.8323031,144.9565361,marketplace,OSM-26104523,2
25,Lavezzi Gelateria,171-175 Maroondah Highway 3134,-37.8142237,145.229153,ice_cream,OSM-7573754764,Eastland,175 Maroondah Highway 3134,-37.813042,145.2291281,mall,OSM-980791081,2
26,Royale Food Store,58-62 Spencer Street 3000,-37.8194472,144.9545732,convenience,OSM-642429650,Crown Entertainment Complex,8 Whiteman Street 3006,-37.8233312,144.958697,casino,OSM-13306836,0
27,Mighty Bear Chinese Grill,2835aaddr:interpolation Victoria Street 3121,-37.8097508,144.9940468,restaurant,OSM-8424027727,The Hive,313-325 Victoria Street 3067,-37.8097238,144.9955377,mall,OSM-69963105,0
28,Sushi Sushi,,-37.9117253,145.1331591,fast_food,OSM-9124869224,"Monash University, Clayton Campus",151-211 Wellington Road,-37.9106345,145.1364732,university,OSM-10585250,2
29,Hunter & Barrel,171-175 Maroondah Highway 3134,-37.814485,145.2291767,restaurant,OSM-3813754395,mycar Tyre & Auto,Ringwood Street 3134,-37.8112803,145.2277163,car_repair,OSM-8943168500,0
30,Café Godot,152 Sturt Street,-37.8254083,144.9662497,cafe,OSM-7068189155,Coopers Malthouse Theatre,113 Sturt Street 3006,-37.8271233,144.9669767,theatre,OSM-14498315,0
31,The Moat Bar & Café,,-37.8093726630182,144.96528594122814,bar,YELP-8650626510,State Library of Victoria,328 Swanston Street 3000,-37.8097018,144.965488,library,OSM-22820458,2
32,Canteen,,-37.8327035,144.9560688,cafe,OSM-6652383323,Canteen,,-37.8327606,144.9560907,cafe,OSM-5972383419,1
33,Schnitz,,-37.7739808,144.8890667,fast_food,OSM-0881801906,Highpoint Shopping Centre,120-200 Rosamond Road 3032,-37.7732769,144.8887895,mall,OSM-29315932,2
34,Julia Gillard Library,,-37.8359549084452,144.6966067685617,library,YELP-3844114444,Tarneit Community Learning Centre,150 Sunset Views Boulevard 3029,-37.8354735,144.6960699,community_centre,OSM-381420680,2
35,Bistrot d'Orsay,184 Collins Street 3000,-37.815058,144.967541,restaurant,OSM-4716883908,Ian Potter Centre: NGV Australia,Federation Square 3000,-37.8175394,144.9699711,museum,OSM-22963243,0
36,Parliament of Victoria,171-175 Maroondah Highway 3134,-37.8146821,145.2277156,office,OSM-9345244597,Parliament of Victoria,,-37.81487425484718,145.22774003456328,office,YELP-9345244597,1
37,EnTHAIced,,-37.75698582637890,145.3533715270583,restaurant,YELP-6003799097,Lilydale Village,51-59 Anderson Street 3140,-37.7564564,145.3541724,mall,OSM-205419047,2
38,Cafe Aya,,-37.8461226,145.1132789,cafe,OSM-7886639795,Deakin University,221 Burwood Highway 3125,-37.8476637,145.1148614,university,OSM-180360037,2
39,Lemon Leaf,,-37.8691562,145.2432803,restaurant,OSM-042776687,Westfield Knox Shopping Centre,425 Burwood Highway 3152,-37.8689832,145.2414832,mall,OSM-24026232,2
40,Suave Furniture,179 Rosamond Road Shop 8 3032,-37.7715766,144.8833743,furniture,OSM-6696512747,Highpoint Shopping Centre,120-200 Rosamond Road 3032,-37.7732769,144.8887895,mall,OSM-29315932,0
41,Orient East,348 St Kilda Rd 3004,-37.831003,144.970887,Restaurants,YELP-SbQT4JLldd6NfEOKOK_vwA,Orient East,348 St Kilda Road 3004,-37.8309252,144.9709131,restaurant,OSM-768252658,1
42,KFC,401 Swanston Street,-37.8090361,144.9632481,fast_food,OSM-5982185664,State Library of Victoria,328 Swanston Street 3000,-37.8097018,144.965488,library,OSM-22820458,0
43,Orient East,348 St Kilda Road 3004,-37.8309818,144.9709876,restaurant,OSM-349252834,Seasons Botanic Gardens Melbourne,348 St Kilda Road 3004,-37.8309857,144.9704022,hotel,OSM-220687203,2
44,7-Eleven,,-37.7291447,144.7410907,fuel,OSM-496815653,CS Square Shopping Centre,29-35 Lake Street,-37.7316731,144.7429396,mall,OSM-542249993,0
45,Foothills Veterinary Clinic,,-37.8828910,145.2944514,veterinary,OSM-3227924051,Village Court,101 Station Street 3156,-37.8826049,145.2944984,mall,OSM-1027660472,2
46,J.Lo Magic,,-37.8136272,144.9664234,hairdresser,OSM-4976357656,State Library of Victoria,328 Swanston Street 3000,-37.8097018,144.965488,library,OSM-22820458,0
47,Knox City Shopping Centre (Bay 7) ,,-37.8693420,145.2388573,bus_stop,OSM-786076727,Westfield Knox Shopping Centre,425 Burwood Highway 3152,-37.8689832,145.2414832,mall,OSM-24026232,3
48,Upstanding Citizens,,-37.8211524,144.9492866,cafe,OSM-6856350987,South Wharf DFO,20 Convention Centre Place,-37.825147,144.9496339,mall,OSM-107666594,0
49,Mountain Designs,373 Little Bourke Street 3000,-37.8136451,144.96167,outdoor,OSM-1030460093,RMIT University,124 La Trobe Street 3000,-37.8082251,144.9645927,university,OSM-616082731,0
50,Lovisa,,-37.698863,144.775856,jewelry,OSM-9447383573,Watergardens Town Centre,399 Melton Highway 3038,-37.7006402,144.775359,mall,OSM-33658236,2
51,Caltex,,-37.759091804919365,145.310986628134,fuel,YELP-9359844849,Caltex,239-241 Maroondah Highway 3116,-37.7588425,145.3110373,fuel,OSM-9359844849,1
52,Lavezzi Gelateria,,-37.8142181,145.229152,ice_cream,OSM-3073754662,Eastland,175 Maroondah Highway 3134,-37.813042,145.2291281,mall,OSM-980791081,2
53,Timezone,,-37.8131455720094,145.2299178576361,leisure,YELP-8275244254,Eastland,175 Maroondah Highway 3134,-37.813042,145.2291281,mall,OSM-980791081,2
54,Clarinda Library,58 Viney Street 3169,-37.9402769,145.1022687,library,OSM-2130544814,Clarinda Community Centre,58 Viney Street 3169,-37.9404235,145.1022194,community_centre,OSM-56753242,2
55,Newport Library,,-37.84275182218107,144.8821579157324,library,YELP-9785707850,Newport Community Hub,13 Mason Street 3015,-37.8429738,144.8816964,community_centre,OSM-514213764,2
56,The Atlantic,,-37.8224816,144.9589014,restaurant,OSM-2421608387,Baxter Institute (Automotive and Bakery Campus),93 Queens Bridge Street 3006,-37.8241579,144.960947,college,OSM-154296996,0
57,Oli & Levi Galleria,385 Bourke Street 3000,-37.814664,144.96252,cafe,OSM-2110273891,RMIT University,124 La Trobe Street 3000,-37.8082251,144.9645927,university,OSM-616082731,0
58,Starbucks,,-37.8097815,144.9637763,cafe,OSM-5191044921,RMIT University,3010,-37.8058398,144.9652999,university,OSM-26564452,0
59,Liquorland,,-37.8685376,145.2412711,alcohol,OSM-1789481250,Westfield Knox Shopping Centre,425 Burwood Highway 3152,-37.8689832,145.2414832,mall,OSM-24026232,2
60,Optus,,-37.8135111,144.9662351,mobile_phone,OSM-663937408,RMIT University,124 La Trobe Street 3000,-37.8082251,144.9645927,university,OSM-616082731,0
61,Seafood Centre,,-37.9509083,145.1515787,seafood,OSM-5195525699,Springvale Shopping Centre,46-58 Buckingham Avenue,-37.950335,145.1506972,mall,OSM-221010715,0
62,T'relek,,-37.8101149,144.9954507,restaurant,OSM-1066988194,The Hive,313-325 Victoria Street 3067,-37.8097238,144.9955377,mall,OSM-69963105,0
63,Domino's Pizza,,-37.8007253,144.9650751,restaurant,OSM-3391970678,RMIT University,3010,-37.8058398,144.9652999,university,OSM-26564452,0
64,Parliament of Victoria,,-37.81483678494213,145.22772301399987,office,YELP-6635244568,Eastland,175 Maroondah Highway 3134,-37.813042,145.2291281,mall,OSM-980791081,2
65,Mobi Contract,9-15 Queens Bridge Street 3006,-37.822311,144.961438,furniture,OSM-2267884244,Crown Entertainment Complex,8 Whiteman Street 3006,-37.8233312,144.958697,casino,OSM-13306836,0
66,Coles,Chadstone,-37.8855399,145.0845484,supermarket,OSM-280897051,Moncler,,-37.8858235,145.0815652,clothes,OSM-8551641402,0
67,Eckersley's Art & Craft,,-37.8081481,144.9611501,craft,OSM-4912621009,State Library of Victoria,328 Swanston Street 3000,-37.8097018,144.965488,library,OSM-22820458,0
68,Witchery,,-38.1410552,145.1243623,clothes,OSM-8539606629,Bayside Shopping Centre,28 Beach Street,-38.1417972,145.1239964,mall,OSM-683846477,2
69,Photo Plus,,-37.812143,144.965224,photo,OSM-3412044593,State Library of Victoria,328 Swanston Street 3000,-37.8097018,144.965488,library,OSM-22820458,0
70,Ink and Spindle,,-37.8033543,145.0044093,printmaking,OSM-6143872246,Ink and Spindle,,-37.8033204,145.0044694,printmaking,OSM-5393872960,1
71,Boost,,-37.8079912,144.9600149,beverages,OSM-3881388144,State Library of Victoria,328 Swanston Street 3000,-37.8097018,144.965488,library,OSM-22820458,0
72,John Barnes,,-37.8048243,144.9592085,locksmith,OSM-3132401436,Ibis Hotel Melbourne,15-21 Therry Street,-37.8069455,144.9612899,hotel,OSM-310012725,0
73,Apple Chadstone,Chadstone Shopping Centre 3148,-37.886249,145.08270,Mobile Phones,YELP-656jXCH31lYRKo_TQ3D783,Chadstone Shopping Centre,1341 Dandenong Road 3148,-37.8861084,145.082353,mall,OSM-25806278,2
74,Hoyts,,-37.6987884,144.7751651,cinema,OSM-385040567,Watergardens Town Centre,399 Melton Highway 3038,-37.7006402,144.775359,mall,OSM-33658236,2
75,ALDI,,-38.1397245,145.1260161,supermarket,OSM-9452105441,Bayside Shopping Centre,28 Beach Street,-38.1400526,145.1254513,mall,OSM-845391428,2
76,Subway,,-38.1425932,145.2087254,fast_food,OSM-369641656,Langwarrin Shopping Centre,385 Cranbourne - Frankston Road 3910,-38.1418167,145.2081246,mall,OSM-32802527,2
77,VIP Kitchens,2/308-310 Springvale Road,-37.9541815,145.1517175,restaurant,OSM-5213707922,Springvale Shopping Centre,46-58 Buckingham Avenue,-37.950335,145.1506972,mall,OSM-221010715,0
78,What If,,-37.95054,145.1509548,clothes,OSM-9235977004,Springvale Shopping Centre,46-58 Buckingham Avenue,-37.950335,145.1506972,mall,OSM-221010715,2
79,Joe's Pizza Cafe,,-37.9116477,145.1357992,fast_food,OSM-2115663710,"Monash University, Clayton Campus",151-211 Wellington Road,-37.9106345,145.1364732,university,OSM-10585250,2
80,Lux Hair,,-37.7369035,144.9690105,hairdresser,OSM-2481821532,Former Pentridge Prison Site,Champ Street 3058,-37.7362136,144.9687891,historic,OSM-290084770,2
81,La Crêperie Saint Germain,280 Collins Street 9 3000,-37.8154129,144.9643495,restaurant,OSM-6765421858,RMIT University,124 La Trobe Street 3000,-37.8082251,144.9645927,university,OSM-616082731,0
82,Naneez Sock Shop,,-37.8325972,144.9565181,clothes,OSM-5294173173,South Melbourne Market,322-326 Coventry Street 3205,-37.8323031,144.9565361,marketplace,OSM-26104523,2
83,EnTHAIced,20-22 Castella Street 3140,-37.7562176,145.3538067,restaurant,OSM-5433799811,Lilydale Village,51-59 Anderson Street 3140,-37.7564564,145.3541724,mall,OSM-205419047,2
84,Cafenatics,,-37.8141709,144.9676132,cafe,OSM-4976357658,State Library of Victoria,328 Swanston Street 3000,-37.8097018,144.965488,library,OSM-22820458,0
85,Newworld,,-37.7847119,144.8323501,travel_agency,OSM-5824764113,Brimbank Community and Civic Centre,301 Hampshire Road 3020,-37.7831654,144.8320592,townhall,OSM-616285439,0
86,Knox City Shopping Centre (Bay 9) ,,-37.8695666,145.2382489,bus_stop,OSM-021676668,Westfield Knox Shopping Centre,425 Burwood Highway 3152,-37.8689832,145.2414832,mall,OSM-24026232,3
87,Be Be Tea,,-37.7780715,144.851,beverages,OSM-5279182209,HomeCo,Braybrook,-37.7784355,144.8509618,mall,OSM-112437488,2
88,Northland Shopping Centre (Bay 3) ,,-37.7404606,145.0283390,bus_stop,OSM-6967107778,Northland Shopping Centre,2-50 Murray Road 3072,-37.73846,145.0299923,mall,OSM-434341796,3
89,Vita Medical Centre,,-37.8095864,144.9607994,clinic,OSM-3841976783,RMIT University,124 La Trobe Street 3000,-37.8082251,144.9645927,university,OSM-616082731,0
90,Ritchie's IGA,,-37.79467210897847,145.2351802668148,supermarket,YELP-2488928367,Ritchie's IGA,204 Warrandyte Road 3134,-37.794116,145.2356577,supermarket,OSM-2488928367,1
91,Princes Bridge Foundation Stone,,-37.8198278,144.9683249,historic,OSM-6429782994,ABC Southbank Centre,120 Southbank Boulevard 3006,-37.8239868,144.9665183,studio,OSM-71188951,0
92,Bevmarks Sleep Proffesionals,282 Maroondah Highway 3116,-37.7660456,145.305799,furniture,OSM-1835087150,Chirnside Homemaker Centre,282 Maroondah Highway 3116,-37.7663845,145.3058855,mall,OSM-207536171,2
93,Oakleigh Station ,,-37.8994054,145.0875498,bus_stop,OSM-945404930,Oakleigh Market,12 Chester Street,-37.8997252,145.0892318,marketplace,OSM-168808800,3
94,Clothier Anderson,,-37.8056249,144.966299,office,OSM-7228362156,RMIT University,3010,-37.8058398,144.9652999,university,OSM-26564452,0
95,Plush,,-37.8682377,145.2444712,furniture,OSM-529776674,Pulse,,-37.8689094,145.2407093,pharmacy,OSM-1399481315,0
96,Church of Secular Coffee,,-37.9114390,145.1343697,cafe,OSM-1026133276,"Monash University, Clayton Campus",151-211 Wellington Road,-37.9106345,145.1364732,university,OSM-10585250,2
97,Yarra Link Project,,-37.83299,145.0218679,leisure,OSM-3473294725,The University of Melbourne Burnley Campus,500 Yarra Boulevard 3121,-37.828804,145.0228204,university,OSM-30973454,0
98,IGA,,-37.68701627158234,145.10755626802598,supermarket,YELP-6250369381,Apollo Parkways Shopping Centre,Civic Drive,-37.6877555,145.1082048,mall,OSM-288147900,2
99,South Melbourne Central Car Park,,-37.8298123,144.9572849,parking,OSM-3695304687,South Melbourne Market,322-326 Coventry Street 3205,-37.8323031,144.9565361,marketplace,OSM-26104523,3
100,Oscar Oscar Salons Highpoint,,-37.771936828321714,144.88933774087812,hairdresser,YELP-5535201246,Oscar Oscar Salons Highpoint,120-200 Rosamond Road 3032,-37.7726765,144.8892974,hairdresser,OSM-5535201246,1
101,Beaurepaires,,-37.8680095,145.2433019,car_repair,OSM-395776625,Westfield Knox Shopping Centre,425 Burwood Highway 3152,-37.8689832,145.2414832,mall,OSM-24026232,2
102,Goodlife Health Clubs,,-37.81456070005702,145.22878016074054,leisure,YELP-9345227128,Goodlife Health Clubs,171-175 Maroondah Highway 3134,-37.8146629,145.2292306,leisure,OSM-9345227128,1
103,The Moat Bar & Café,176 Little Lonsdale Street 3000,-37.8101724,144.9652411,bar,OSM-2240626119,State Library of Victoria,328 Swanston Street 3000,-37.8097018,144.965488,library,OSM-22820458,2
104,RMIT Gallery,"16, 344 Swanston Street 3000",-37.8090747,144.9639057,attraction,OSM-4957928427,RMIT Gallery,344 Swanston St 3000,-37.809068,144.963777,Art Galleries,YELP-qTcYCmYcKnyt9FqOHfT-9w,1
105,Parliament of Victoria,171-175 Maroondah Highway 3134,-37.8146403,145.2277474,office,OSM-9825244377,Eastland,175 Maroondah Highway 3134,-37.813042,145.2291281,mall,OSM-980791081,2
106,O Bento,,-37.817403,144.9575173,fast_food,OSM-9632344533,Epic Centre,620 Bourke Street 3000,-37.8162335,144.955325,office,OSM-51710858,0
107,Padre Coffee,,-37.8325805,144.9563516,coffee,OSM-4724158489,South Melbourne Market,322-326 Coventry Street 3205,-37.8323031,144.9565361,marketplace,OSM-26104523,2
108,Liquorland,,-37.8685878,145.2412082,alcohol,OSM-1399481302,Liquorland,,-37.8685376,145.2412711,alcohol,OSM-1789481250,1
109,The Wheeler Centre,,-37.80972504977527,144.96541611884517,,YELP-0743344990,State Library of Victoria,328 Swanston Street 3000,-37.8097018,144.965488,library,OSM-22820458,2
110,Jasper Coffee,Chadstone Shopping Centre 3148,-37.885964,145.082402,Coffee & Tea; Restaurants,YELP-rttUAInuUsZMKAGCrgIbTA,Jasper Coffee,,-37.8859197,145.0833668,cafe,OSM-5038205821,1
111,Kmart,Chadstone Shopping Centre 3145,-37.886116,145.082724,Department Stores,YELP-_1WBaOeMf3IjTMNiLvm3yA,Chadstone Shopping Centre,1341 Dandenong Road 3148,-37.8861084,145.082353,mall,OSM-25806278,2
112,Jasper Coffee,,-37.8859547,145.0833072,cafe,OSM-3108205532,Chadstone Shopping Centre,1341 Dandenong Road 3148,-37.8861084,145.082353,mall,OSM-25806278,2
113,Ippudo,18-22 Artemis Lane 3000,-37.8104586,144.9663415,restaurant,OSM-8911149940,RMIT University,3010,-37.8058398,144.9652999,university,OSM-26564452,0
114,ALDI,,-37.7563186,145.3121066,supermarket,OSM-9957939960,Chirnside Park Shopping Centre,239-241 Maroondah Highway 3116,-37.7582999,145.312862,mall,OSM-111978002,2
115,Village Cinemas Crown,8 Whiteman Street Shop 50 3006,-37.8242677,144.9577541,cinema,OSM-496943527,Crown Food Court,,-37.8233185,144.9573055,food_court,OSM-2421608368,0
116,Doughboys,,-37.81595,144.957933,cafe,OSM-4122971689,The Great Southern Hotel,44 Spencer Street 3000,-37.8196856,144.9548897,hotel,OSM-50504748,0
117,Knox City Shopping Centre (Bay 10) ,,-37.869486,145.237985,bus_stop,OSM-745773115,Westfield Knox Shopping Centre,425 Burwood Highway 3152,-37.8689832,145.2414832,mall,OSM-24026232,3
118,Australia Post,65-67 Station Street,-37.8836125,145.2952914,post_office,OSM-265959443,Village Court,101 Station Street 3156,-37.8826049,145.2944984,mall,OSM-1027660472,0
119,Tiffany & Company,,-37.8863314,145.0808869,jewelry,OSM-6131749103,Chadstone Shopping Centre,1341 Dandenong Road 3148,-37.8861084,145.082353,mall,OSM-25806278,2
120,Kobe Jones Melbourne,38 Siddeley Street 3005,-37.8231181,144.954088,restaurant,OSM-1996463726,Crown Entertainment Complex,8 Whiteman Street 3006,-37.8233312,144.958697,casino,OSM-13306836,0
121,Victorian Clinical Genetics Services,Flemington Road Royal Children's Hospital 3052,-37.7936604,144.9496822,clinic,OSM-7834086121,Victorian Clinical Genetics Services,,-37.794383920995855,144.9502570430547,clinic,YELP-7834086121,1
122,Kmart,,-37.869325,145.2416825,department_store,OSM-218775466,Westfield Knox Shopping Centre,425 Burwood Highway 3152,-37.8689832,145.2414832,mall,OSM-24026232,2
123,Grafali's Coffee Roasters,,-37.911849,145.133169,cafe,OSM-8694869157,"Monash University, Clayton Campus",151-211 Wellington Road,-37.9106345,145.1364732,university,OSM-10585250,2
124,Victorian Clinical Genetics Services,,-37.794369479494103,144.9502110340164,clinic,YELP-7244086615,Royal Children's Hospital,50 Flemington Road,-37.7934267,144.9499297,hospital,OSM-25583774,2
125,Northland Shopping Centre (Bay 8) ,,-37.7404319,145.0280800,bus_stop,OSM-7782360191,Northland Shopping Centre,2-50 Murray Road 3072,-37.73846,145.0299923,mall,OSM-434341796,3
126,Ferguson Plarre,,-37.69939460842969,144.77780687800143,cafe,YELP-7561569459,Ferguson Plarre,399 Melton Highway 6 3038,-37.6990138,144.7780285,cafe,OSM-7561569459,1
127,Whitehouse Institute of Design,,-37.816697,144.953793,office,OSM-962623616,William Angliss Institute,555 La Trobe Street 3000,-37.8132797,144.9530117,college,OSM-191523966,0
128,Christian Science Reading Room,340 St Kilda Road 3004,-37.830484,144.97086,library,OSM-582730921,Coopers Malthouse Theatre,113 Sturt Street 3006,-37.8271233,144.9669767,theatre,OSM-14498315,0
129,Urban Pharmacy,,-37.8117488,144.9605325,pharmacy,OSM-4509652396,Owen Dixon Chambers West,525 Lonsdale Street 3000,-37.8142242,144.9566218,office,OSM-49961338,0
130,Bakers Delight,,-37.79470507785752,145.2354863284953,bakery,YELP-4349505283,Ringwood North Shopping Centre,204-206 Warrandyte Road 3134,-37.7942813,145.2359728,mall,OSM-980385416,2
131,Melbourne Custody Centre,,-37.8134,144.957,police,OSM-1973352758,Pegasus Apart'Hotel,206 A'Beckett Street 3000,-37.8100667,144.9570933,hotel,OSM-245924501,0
132,Abbotsford Street/Haines Street,,-37.7986286,144.9468215,bus_stop,OSM-4460254012,Royal Children's Hospital,50 Flemington Road,-37.7934267,144.9499297,hospital,OSM-25583774,0
133,Cash Converters,,-38.1409772,145.121628,pawnbroker,OSM-8893748616,Bayside Shopping Centre,28 Beach Street,-38.1400526,145.1254513,mall,OSM-845391428,0
134,Cellarbrations,191 Exhibition Street 3000,-37.811357,144.969983,alcohol,OSM-726968768,RMIT University,124 La Trobe Street 3000,-37.8082251,144.9645927,university,OSM-616082731,0
135,Hoyts,,-37.81281692705006,145.23056332777782,cinema,YELP-857868722,Eastland,175 Maroondah Highway 3134,-37.813042,145.2291281,mall,OSM-980791081,2
136,GJ's Grill,243 Franklin Street Shop 2,-37.8098639,144.956785,restaurant,OSM-8562311369,Owen Dixon Chambers East,205 William Street 3000,-37.8143576,144.957153,office,OSM-264277957,0
137,Commonwealth Bank,,-37.8132642,144.9596912,atm,OSM-1282403459,Pegasus Apart'Hotel,206 A'Beckett Street 3000,-37.8100667,144.9570933,hotel,OSM-245924501,0
138,Cotton On,,-37.7996342,144.966917,clothes,OSM-678363116,RMIT University,3010,-37.8058398,144.9652999,university,OSM-26564452,0
139,Letsave,8 Power Street 3006,-37.8234909,144.961023,convenience,OSM-7837666524,ABC Southbank Centre,120 Southbank Boulevard 3006,-37.8239868,144.9665183,studio,OSM-71188951,0
140,Invite Me,66 Anderson Street 3013,-37.8162793,144.8880698,gift,OSM-4905647510,Sun Theatre,8 Ballarat Street 3013,-37.8159842,144.8906458,cinema,OSM-499454977,0
141,Union Electric,,-37.8117775,144.96666,bar,OSM-5583285645,State Library of Victoria,328 Swanston Street 3000,-37.8097018,144.965488,library,OSM-22820458,0
142,Rock Pool Bar & Grill,,-37.8218439,144.9600789,restaurant,OSM-2421608390,Crown Entertainment Complex,8 Whiteman Street 3006,-37.8233312,144.958697,casino,OSM-13306836,2
143,Lien Phat,,-37.9508476,145.1509596,houseware,OSM-7775526452,Springvale Shopping Centre,46-58 Buckingham Avenue,-37.950335,145.1506972,mall,OSM-221010715,2
144,French Cafe,,-37.7781413,144.8507593,cafe,OSM-0869182974,HomeCo,Braybrook,-37.7784355,144.8509618,mall,OSM-112437488,2
145,Hunky Dory,,-37.8143332,145.2286846,fast_food,OSM-0593754650,Eastland,175 Maroondah Highway 3134,-37.813042,145.2291281,mall,OSM-980791081,2
146,Jasper Coffee,,-37.8859761,145.0833701,cafe,OSM-8448205847,Chadstone Shopping Centre,1341 Dandenong Road 3148,-37.8861084,145.082353,mall,OSM-25806278,2
147,Priceline Pharmacy,,-37.6983293,144.7756128,pharmacy,OSM-8697235138,Watergardens Town Centre,399 Melton Highway 3038,-37.7006402,144.775359,mall,OSM-33658236,2
148,Sarim's Cafe,,-37.812102094256765,144.95468371574955,restaurant,YELP-5075276324,Sarim's Cafe,,-37.812166646648574,144.95465297118216,restaurant,YELP-0595276291,1
149,Sunshine Collectibles,,-37.7779764,144.8505952,gift,OSM-6089182119,HomeCo,Braybrook,-37.7784355,144.8509618,mall,OSM-112437488,2
150,The North Face,,-37.8851410,145.0832159,clothes,OSM-975254633,Chadstone Shopping Centre,1341 Dandenong Road 3148,-37.8861084,145.082353,mall,OSM-25806278,2
151,Cycles Galleria,385 Bourke Street E14/E15 3000,-37.8150253,144.9629085,bicycle,OSM-6680175098,Owen Dixon Chambers East,205 William Street 3000,-37.8143576,144.957153,office,OSM-264277957,0
152,YASSAS THE GREEK WAY,Eastland Town Square 3134,-37.814639,145.2286658,fast_food,OSM-3813754387,YASSAS THE GREEK WAY,,-37.81401132229959,145.2287805859149,fast_food,YELP-3813754387,1
