,h_name,h_address,h_latitude,h_longitude,h_categories,h_id,t_name,t_address,t_latitude,t_longitude,t_categories,t_id,relationship
35,Nails for You,,43.656178,-79.436401,beauty,OSM-6568142485,Dufferin Mall,900 Dufferin Street M6H 4A9,43.6560166,-79.435241,Shopping Centers; Shopping,YELP-Q54L22dIBrnRjSBsjwbOoQ,2
36,Pogue Mahone Irish Pub,,43.660849,-79.3841495,pub,OSM-253942472,Women's College Hospital,76 Grenville Street M5S 1B2,43.661733,-79.387543,Hospitals; Doctors; Family Practice; Health & Medical; Medical Centers,YELP-vXpRq4lDZBnPxeWfRyJxYQ,0
37,Ever New,,43.6552478,-79.3809718,clothes,OSM-6712345507,Sheraton Centre Toronto Hotel,123 Queen Street W M5H 2M9,43.6510711,-79.3834742,Hotels & Travel; Event Planning & Services; Hotels,YELP-M7FOXsuEuRbwEfxUrNKv5w,0
38,Bike Share Toronto,,43.6663628,-79.3878938,bicycle_rental,OSM-1317169618,University of Toronto,12 Queens Park Crescent W M5S 1S8,43.663461,-79.3948727,Education; Colleges & Universities,YELP-c0mqmFUNQKE0APAF1r9Ezg,0
39,Hart House Circle,,43.6636732,-79.3934905,bus_stop,OSM-783499549,Medical Sciences Building,1 King's College Cir M5S 1A8,43.6607748,-79.3933729,Colleges & Universities; Education,YELP-CZ4E9MwQkTvRQ9U5O5YBuA,0
40,Women's College Hospital parking,,43.6614672,-79.3868811,parking,OSM-2485326387,Ryerson University,350 Victoria Street M5B 0A1,43.658393,-79.3783998,Education; Colleges & Universities,YELP-ap2yPjW2fsAOXkVeiE8STQ,0
41,Mick E. Fynns,,43.6615192,-79.3802407,pub,OSM-955604062,Ryerson University,350 Victoria Street M5B 0A1,43.658393,-79.3783998,Education; Colleges & Universities,YELP-ap2yPjW2fsAOXkVeiE8STQ,0
42,Second Cup,,43.6495973,-79.3795180,Food; Coffee & Tea,YELP-741zfL-Ism--Uci4S2I292,Commerce Court,25 King Street W M5L 1E2,43.6481361,-79.377759,Home Services; Real Estate; Real Estate Services,YELP-0u1Jd80kgwOacJ7BBcCksg,2
43,Hollister,,43.6550162,-79.3808681,clothes,OSM-6712352878,Nordstrom,260 Yonge Street M5B 2L9,43.65502,-79.3809392,Women's Clothing; Fashion; Men's Clothing; Shopping; Department Stores,YELP-WN0hOGQhLTJu5uGIv75_7w,2
44,Ardene,1 York Gate Boulevard,43.7588122,-79.5194775,clothes,OSM-6370850976,Yorkgate Mall,"1 Yorkgate Boulervard, Unit 210 M3N 3A1",43.7582414,-79.5193111,Food; Shopping Centers; Beer; Wine & Spirits; Shopping,YELP-XsccJX5UnUIhgV1t3nUt-w,2
45,Freshly Squeezed,,43.6527472,-79.3802586,fast_food,OSM-1114101522,CF Toronto Eaton Centre,220 Yonge Street M5B 2H1,43.654199,-79.3807996,Shopping Centers; Shopping,YELP-sjJOsKnXxsQodXMr1i8fsg,2
46,Nice Cut,,43.6513212,-79.3979886,hairdresser,OSM-2138429092,Nice Cut Salon,"222 Spadina Avenue, Chinatown M5T 3B3",43.6510641,-79.3977624,Hair Salons; Beauty & Spas,YELP-6Txw15tTlXXkU3tRJu8VsA,1
47,Ladurée,,43.7257433,-79.45137,fast_food,OSM-6355104083,Yorkdale Shopping Centre,3401 Dufferin Street M6A 2T9,43.7256058,-79.4521627,Shopping Centers; Shopping,YELP-V6THXtSVkbx4g103_3vXmA,2
48,MAC Cosmetics,,43.653746,-79.3809504,cosmetics,OSM-1114083685,CF Toronto Eaton Centre,220 Yonge Street M5B 2H1,43.654199,-79.3807996,Shopping Centers; Shopping,YELP-sjJOsKnXxsQodXMr1i8fsg,2
49,Spectrum Electronics,1 York Gate Boulevard,43.7582107,-79.5198731,mobile_phone,OSM-4490851785,Yorkgate Mall,"1 Yorkgate Boulervard, Unit 210 M3N 3A1",43.7582414,-79.5193111,Food; Shopping Centers; Beer; Wine & Spirits; Shopping,YELP-XsccJX5UnUIhgV1t3nUt-w,2
50,Timothy's,6464 Yonge Street,43.795874,-79.4223785,cafe,OSM-6545307496,Timothy's World Coffee,"Centerpoint Mall, 6464 Yonge Street M2M 3X7",43.7957861663,-79.4218826294,Coffee & Tea; Restaurants; Cafes; Food,YELP-boHc9QLqfh2dDmAS9lVeeg,1
51,Huong Viet Restaurant,,43.6742063,-79.4606604,restaurant,OSM-7571861743,Earlscourt Park,1200 Lansdowne Avenue M6E 1C3,43.6736176,-79.4515035,Parks; Active Life; Dog Parks,YELP-JODWOfeEICAlO2T_VAEbSg,0
52,Mackenzie House,82 Bond Street M5B 1X2,43.6557497,-79.3782498,attraction,OSM-538153299,Ryerson University,350 Victoria Street M5B 0A1,43.658393,-79.3783998,Education; Colleges & Universities,YELP-ap2yPjW2fsAOXkVeiE8STQ,0
53,Marc Cain,,43.6526567,-79.3802262,clothes,OSM-6711381747,Sheraton Centre Toronto Hotel,123 Queen Street W M5H 2M9,43.6510711,-79.3834742,Hotels & Travel; Event Planning & Services; Hotels,YELP-M7FOXsuEuRbwEfxUrNKv5w,0
54,Harry's Fine Jewellery,Queen Street West M5H 3M9,43.6512852,-79.3827223,jewelry,OSM-5008449027,CF Toronto Eaton Centre,220 Yonge Street M5B 2H1,43.654199,-79.3807996,Shopping Centers; Shopping,YELP-sjJOsKnXxsQodXMr1i8fsg,0
55,Writers' Trust of Canada,90 Richmond Street East M5C 1P1,43.6527445,-79.3746734,office,OSM-2527210208,Nordstrom,260 Yonge Street M5B 2L9,43.65502,-79.3809392,Women's Clothing; Fashion; Men's Clothing; Shopping; Department Stores,YELP-WN0hOGQhLTJu5uGIv75_7w,0
56,Innis Cafe,,43.6655352,-79.3995473,cafe,OSM-2889624151,University of Toronto,12 Queens Park Crescent W M5S 1S8,43.663461,-79.3948727,Education; Colleges & Universities,YELP-c0mqmFUNQKE0APAF1r9Ezg,2
57,Club Monaco Men,,43.7258312,-79.4522880,clothes,OSM-4578985972,Yorkdale Shopping Centre,3401 Dufferin Street M6A 2T9,43.7256058,-79.4521627,Shopping Centers; Shopping,YELP-V6THXtSVkbx4g103_3vXmA,2
58,Dr. C. Goldberg Dental Office,,43.6533159,-79.3817763,dentist,OSM-1291939242,Nathan Phillips Square,100 Queen Street W M5H 2N1,43.6525071,-79.383576,Active Life; Landmarks & Historical Buildings; Public Services & Government; Parks,YELP-sRdtwkUUfLqwmRGoMtguvQ,0
59,Convenience Tobacco & News,,43.655239,-79.385423,convenience,OSM-1409175813,Ryerson University,350 Victoria Street M5B 0A1,43.658393,-79.3783998,Education; Colleges & Universities,YELP-ap2yPjW2fsAOXkVeiE8STQ,0
60,Best Buy Mobile,"900 Dufferin Street, Unit 0455 M6H 4A9",43.656499,-79.435527,Mobile Phones; Electronics; Shopping; Local Services; IT Services & Computer Repair; Mobile Phone Repair,YELP-933jUdzCpKMMrswpY89202,Dufferin Mall,900 Dufferin Street M6H 4A9,43.6560166,-79.435241,Shopping Centers; Shopping,YELP-Q54L22dIBrnRjSBsjwbOoQ,2
61,The Discovery of Insulin,,43.6613073,-79.3936762,information,OSM-937998489,University of Toronto,12 Queens Park Crescent W M5S 1S8,43.663461,-79.3948727,Education; Colleges & Universities,YELP-c0mqmFUNQKE0APAF1r9Ezg,0
62,Dundonald St & Church St,,43.6665946,-79.3814682,bicycle_rental,OSM-7781371399,Canada's National Ballet School,400 Jarvis Street M4Y 2G6,43.6637824,-79.3777516,Event Planning & Services; Arts & Entertainment; Dance Schools; Specialty Schools; Venues & Event Spaces; Opera & Ballet; Education,YELP-cbm7fE6OsVhiNhySn37-9A,0
63,Queen of Bud,1038 Queen Street West,43.6440108,-79.4203504,cannabis,OSM-9249322441,Bellwoods Brewery,124-126 Ossington Avenue M6J 1R5,43.6470326,-79.4201764,Restaurants; Food; Canadian (New); Breweries,YELP-xwmwTpzw9XSwK-UT5Ka3HQ,0
64,Passport Health Downton Toronto Travel Clinic,44 Victoria St. 1501 M5C 1Y2,43.6502203,-79.3772618,clinic,OSM-9138559237,Sheraton Centre Toronto Hotel,123 Queen Street W M5H 2M9,43.6510711,-79.3834742,Hotels & Travel; Event Planning & Services; Hotels,YELP-M7FOXsuEuRbwEfxUrNKv5w,0
65,Starbucks,,43.6448929,-79.3860227,cafe,OSM-3370258900,Metro Hall,55 John St M5V 3C6,43.6460473,-79.3887639,Public Services & Government,YELP-U_PV0FKu9t7XgKaanpkHjA,0
66,The Place,16 Church Street,43.6478977,-79.3737344,restaurant,OSM-3333046446,Loblaws,10 Lower Jarvis Street M5E 1Z2,43.6442944,-79.3697679,Food; Restaurants; Cafes; Grocery,YELP-RdOz1AUEYmt_2hJm4A_YFQ,0
67,Gateway Newsstands,,43.6979288,-79.3972776,convenience,OSM-777335096,Hasty Market,21 Davisville Avenue M4S 1G3,43.6982184,-79.3957412,Convenience Stores; Food,YELP-_JA581fR_hPAQzMzY5r2zw,0
68,Kathy's Corner,,43.656553,-79.3757884,fast_food,OSM-763665036,Ryerson University,350 Victoria Street M5B 0A1,43.658393,-79.3783998,Education; Colleges & Universities,YELP-ap2yPjW2fsAOXkVeiE8STQ,0
69,Oakley,218 #2 Yonge Street M5B 2H1,43.6524392,-79.380298,optician,OSM-8143760570,CF Toronto Eaton Centre,220 Yonge Street M5B 2H1,43.654199,-79.3807996,Shopping Centers; Shopping,YELP-sjJOsKnXxsQodXMr1i8fsg,2
70,KFC,,43.7572179,-79.2293663,fast_food,OSM-192751706,Cedarbrae Mall,3495 Lawrence Avenue E M1H 1A9,43.757644,-79.228484,Shopping; Shopping Centers,YELP-RmEIh0hh7OFVABJ9u8YxQw,2
71,Metro,100 Lynn Williams Street M6K 3N6,43.639998,-79.4178224,Grocery; Food,YELP-MwxMuG5hvEL0sGzgGVlAXw,The Great Hall,1087 Queen Street W M6J 1H3,43.6432662,-79.4220696,Venues & Event Spaces; Event Planning & Services,YELP-aZZQX9CaHIPubYEK3P9sig,0
72,McVeigh's,,43.6523151,-79.3755964,bar,OSM-6294585300,CF Toronto Eaton Centre,220 Yonge Street M5B 2H1,43.654199,-79.3807996,Shopping Centers; Shopping,YELP-sjJOsKnXxsQodXMr1i8fsg,0
73,The Great American Back Rub,,43.6560125,-79.3811649,massage,OSM-6712327879,Atrium On Bay,20 Dundas Street W M5G 2C2,43.6563915,-79.3824728,Shopping Centers; Shopping,YELP-RlaOYWzog_LystkmEaJzCw,0
74,Toys Toys Toys,,43.6530455,-79.3799048,toys,OSM-650967900,CF Toronto Eaton Centre,220 Yonge Street M5B 2H1,43.654199,-79.3807996,Shopping Centers; Shopping,YELP-sjJOsKnXxsQodXMr1i8fsg,2
75,Atrium on Bay Parking,,43.656367,-79.383403,parking,OSM-1326937893,Nathan Phillips Square,100 Queen Street W M5H 2N1,43.6525071,-79.383576,Active Life; Landmarks & Historical Buildings; Public Services & Government; Parks,YELP-sRdtwkUUfLqwmRGoMtguvQ,0
76,Real Fruit Bubble Tea,,43.7574158,-79.229929,cafe,OSM-8412019629,Cedarbrae Mall,3495 Lawrence Avenue E M1H 1A9,43.757644,-79.228484,Shopping; Shopping Centers,YELP-RmEIh0hh7OFVABJ9u8YxQw,2
77,Second Cup,40 King Street W M5H 3Y2,43.6495183,-79.3795966,Food; Coffee & Tea,YELP-nFnzfL-Ism--Uci4S2I4Ug,Second Cup,,43.6495973,-79.3795180,Food; Coffee & Tea,YELP-741zfL-Ism--Uci4S2I292,1
78,Restoration Hardware,,43.7248372,-79.4553545,furniture,OSM-9615063184,Yorkdale Shopping Centre,3401 Dufferin Street M6A 2T9,43.7256058,-79.4521627,Shopping Centers; Shopping,YELP-V6THXtSVkbx4g103_3vXmA,2
79,IC Savings,1168 Dundas Street West,43.6494695,-79.4217988,bank,OSM-6240360486,Bellwoods Brewery,124-126 Ossington Avenue M6J 1R5,43.6470326,-79.4201764,Restaurants; Food; Canadian (New); Breweries,YELP-xwmwTpzw9XSwK-UT5Ka3HQ,0
80,BMO,1 York Gate Boulevard,43.7582487,-79.5200035,bank,OSM-6370871213,Yorkgate Mall,"1 Yorkgate Boulervard, Unit 210 M3N 3A1",43.7582414,-79.5193111,Food; Shopping Centers; Beer; Wine & Spirits; Shopping,YELP-XsccJX5UnUIhgV1t3nUt-w,2
81,Indigo,220 Yonge Street M5B 2H1,43.6536336,-79.3807298,books,OSM-388303549,CF Toronto Eaton Centre,220 Yonge Street M5B 2H1,43.654199,-79.3807996,Shopping Centers; Shopping,YELP-sjJOsKnXxsQodXMr1i8fsg,2
82,St George International College,150 Dundas Street West,43.655546,-79.3855099,prep_school,OSM-8165710482,Toronto City Hall,100 Queen Street W M5H 2N2,43.6535702,-79.3839426,Landmarks & Historical Buildings; Public Services & Government,YELP-9NSu4CVgcE7CStD57oqzug,0
83,The Porch,250 Adelaide Street West,43.6482783,-79.3891134,pub,OSM-6415420662,The Strathcona Hotel,60 York St M5J 1S8,43.6462299,-79.3831543,Hotels & Travel; Bars; Event Planning & Services; Hotels; Pubs; Nightlife,YELP-6OSaK0K6c4YFMtb8DtfY9g,0
84,Indigospirit,"Mount Sinai Hospital, 600 University Ave M5G 1X5",43.6574404,-79.3903085,Books; Mags; Music & Video; Shopping; Bookstores; Flowers & Gifts,YELP-441y9uNq9hluYKucWzY166,Mount Sinai Hospital,600 University Avenue M5G 1X5,43.6574485,-79.390358,Medical Centers; Hospitals; Health & Medical,YELP-ZgGg7frEjgmNMdIrRpiouw,2
85,Pizza Pizza,"2900 Warden Avenue, Unit 205 207 M1W 2S8",43.7983618,-79.3184634,Italian; Pizza; Restaurants; Chicken Wings,YELP-E4wuEcTEmuq7kvgSbTDLFQ,Bridlewood Mall,2900 Warden Avenue M1W 2S8,43.798351,-79.318426,Shopping; Shopping Centers,YELP-Kow4mJf0znOSU4KSC9QZYg,2
86,Starbucks,,43.6606331,-79.3928009,cafe,OSM-2480713505,Starbucks,1 King's College Circle M5S,43.6606985308,-79.3928813709,Food; Coffee & Tea,YELP-7DhCYZepEWgSoaFay9fzLQ,1
87,john varvatos,,43.7243484,-79.4533741,clothes,OSM-2918929847,Yorkdale Shopping Centre,3401 Dufferin Street M6A 2T9,43.7256058,-79.4521627,Shopping Centers; Shopping,YELP-V6THXtSVkbx4g103_3vXmA,2
88,Young Cafe,,43.6504937,-79.3761533,cafe,OSM-1512234067,CF Toronto Eaton Centre,220 Yonge Street M5B 2H1,43.654199,-79.3807996,Shopping Centers; Shopping,YELP-sjJOsKnXxsQodXMr1i8fsg,0
89,Teriyaki Experience,,43.655273,-79.3813899,fast_food,OSM-6712340470,Thaï Express,218 Yonge Street,43.6549318,-79.3812654,fast_food,OSM-6712340472,0
90,Arsema's Variety,,43.6670197,-79.3448148,convenience,OSM-4382560315,Food Basics,1000 Gerrard Street E M4M 1Z4,43.6693001,-79.3398636,Food; Grocery,YELP-fRb2qBaL_0UcfsZKtZf1qg,0
91,Coffee Time,,43.6525574,-79.3986347,cafe,OSM-384974107,Dragon City,280 Spadina Avenue M5T 3A5,43.6524584,-79.3984549,Shopping; Shopping Centers,YELP-VhF78Nze3kHDzfhpsRWfxQ,2
92,Wellesley Dental Centre,65 Wellesley Street East M4Y 2T6,43.6655026,-79.3812818,dentist,OSM-5749733121,Canada's National Ballet School,400 Jarvis Street M4Y 2G6,43.6637824,-79.3777516,Event Planning & Services; Arts & Entertainment; Dance Schools; Specialty Schools; Venues & Event Spaces; Opera & Ballet; Education,YELP-cbm7fE6OsVhiNhySn37-9A,0
93,Collège Boréal - Toronto Campus,,43.6423972,-79.3746606,college,OSM-2681580824,Brookfield Place,181 Bay Street M5J 2T3,43.6472158,-79.3783068,Shopping; Shopping Centers,YELP-kRcBHPnFTrN8h4xZ1QnQxA,0
94,Shoppers Drug Mart,45 Overlea Boulevard M4H 1C3,43.7054878004,-79.3452578256,Health & Medical; Pharmacy,YELP-255afhhXjkcKmIjWOhR242,East York Town Centre,45 Overlea Boulevard M4H 1C3,43.7055856,-79.3460086,Shopping; Shopping Centers,YELP-tMlfhQXGCraTWouh-RsaiQ,2
95,Cash 4 You,1000 Gerrard Street East,43.6687693,-79.3383431,money_lender,OSM-512544210,The Home Depot,1000 Gerrard Street E M4M 3G6,43.6698487,-79.338546,Shopping; Hardware Stores; Department Stores; Nurseries & Gardening; Fashion; Home & Garden,YELP-aVX_ix4X696Y49jql0enmA,0
96,Heatwave Photo Studio,,43.6546924,-79.3896167,photography,OSM-1114130828,Toronto General Hospital,200 Elizabeth St M5G 2C4,43.6586555,-79.3881573,Hospitals; Health & Medical,YELP-y_fPOMeMrDZsASFcm8Q80w,0
97,Wild Wing,1571 Sandhurst Circle M1V 1V2,43.8088733,-79.2698757,Chicken Wings; Restaurants,YELP-5771eFxN-_Ry491C-Ri494,Woodside Square,1571 Sandhurst Circle M1V 1V2,43.8093985,-79.2694575,Shopping; Shopping Centers,YELP-c-xX-gBihfVyPW0w-zbNBw,2
98,WOW! Mobile Boutique,,43.8088812,-79.2690716,mobile_phone,OSM-6586988239,Woodside Square,1571 Sandhurst Circle M1V 1V2,43.8093985,-79.2694575,Shopping; Shopping Centers,YELP-c-xX-gBihfVyPW0w-zbNBw,2
99,Bay Street,,43.6642128,-79.3873827,bus_stop,OSM-439508260,University of Toronto,12 Queens Park Crescent W M5S 1S8,43.663461,-79.3948727,Education; Colleges & Universities,YELP-c0mqmFUNQKE0APAF1r9Ezg,0
100,Sculpture Nail and Spa,390 Queens Quay W M5V 3T1,43.6381847,-79.3908215,Nail Salons; Beauty & Spas,YELP-144PdctoEELEByltyFE618,Maple Leaf Quay,370 Queens Quay W M5V 3J3,43.6386925,-79.3891372,Real Estate; Home Services; Apartments,YELP-Y78PC0YDyrfa1NKSaTlc-A,2
101,City Hall Parking ,,43.6515230,-79.3831897,parking_entrance,OSM-968951446,Toronto City Hall,100 Queen Street W M5H 2N2,43.6535702,-79.3839426,Landmarks & Historical Buildings; Public Services & Government,YELP-9NSu4CVgcE7CStD57oqzug,3
102,Bike Share Toronto,,43.6400516,-79.3930663,bicycle_rental,OSM-6274973900,CN Tower,301 Front Street W M5V 2T6,43.6425651,-79.38712,Landmarks & Historical Buildings; Public Services & Government; Arts & Entertainment; Observatories,YELP--9dmhyBvepc08KPEHlEM0w,0
103,Deals 4 U,,43.6527867,-79.3754382,pawnbroker,OSM-6294585159,CF Toronto Eaton Centre,220 Yonge Street M5B 2H1,43.654199,-79.3807996,Shopping Centers; Shopping,YELP-sjJOsKnXxsQodXMr1i8fsg,0
104,Jesus Christ,,43.6624429,-79.3926284,artwork,OSM-2205713178,University of Toronto,12 Queens Park Crescent W M5S 1S8,43.663461,-79.3948727,Education; Colleges & Universities,YELP-c0mqmFUNQKE0APAF1r9Ezg,0
